OLN	gene.description	gene.family	Gene_Name	stats_Pinfestans	stats_Cfulvum	stats_PSTVd_S23	stats_PSTVd_M	stats_Bcinerea	stats_Mincognita_7dpi	stats_Mincognita_14dpi	Pinfestans_acts	Cfulvum_acts	PSTVd_S23_acts	PSTVd_M_acts	Bcinerea_acts	Mincognita_7dpi_acts	Mincognita_14dpi_acts	Pinfestans_pval	Cfulvum_pval	PSTVd_S23_pval	PSTVd_M_pval	Bcinerea_pval	Mincognita_7dpi_pval	Mincognita_14dpi_pval	Groups
Solyc09g074990	DNA mismatch repair protein PM.1		mRNA:Solyc09g074990.4.1	-5.49765582205851	-0.0942111253373225	-2.67618332423634	-1.74519269848506	-2.3239400291706	4.25468203348935	0.917616514293173															
Solyc09g075460	Pectin lyase-like superfamily protein (AHRD V3.3 *** A0A2U1PV10_ARTAN)		mRNA:Solyc09g075460.3.1	-3.79897561854553	-8.45032142368324	-3.59750264585914	-3.92061299668838	-12.5741963240652	5.70989421135461	5.48213191461219															
Solyc09g075500	DUF789 domain-containing protein (AHRD V3.3 *** A0A1Q3AMZ2_CEPFO)		mRNA:Solyc09g075500.3.1	1.50009406171372	3.50565101944173	-0.142112321783899	-0.380423732378038	0.312595131969645	-0.497812773259975	7.07834165942998															
Solyc09g075560	Hexosyltransferase (AHRD V3.3 *** A0A2G3BWD5_CAPCH)		mRNA:Solyc09g075560.1.1	-4.54674921493295	-6.2851722930591	-0.781212266859221	-0.174099181979694	-8.43332844660355	-4.49027544562375	-1.41604114794433															
Solyc09g075580	leucine-rich repeat extensin-like protein 3 (AHRD V3.3 *** XP_010326654.1)		mRNA:Solyc09g075580.1.1	-5.46534751862053	-1.36820158507777	-0.260915459213021	-0.288033750538794	-9.71471350127888	-2.48993896678624	-8.70474278904777															
Solyc09g075960	DUF868 domain-containing protein (AHRD V3.3 *** A0A1Q3CLP0_CEPFO)		mRNA:Solyc09g075960.1.1	-2.26743721160973	-2.60440587142782	-3.60383758787969	-1.26411349937095	-1.5201408437399	-2.1288017031788	3.93883125514876															
Solyc09g075970	Sec14p-like phosphatidylinositol transfer family protein (AHRD V3.3 *** F4I8Q8_ARATH)		mRNA:Solyc09g075970.3.1	7.21526553672986	-0.0646960566343002	-2.36021596969051	-2.0082955838854	1.32783293300063	-1.77410833540563	-0.220968356657167															
Solyc09g076010	Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger protein (AHRD V3.3 *** A0A1P8B7I1_ARATH)		mRNA:Solyc09g076010.3.1	-0.767285900698101	-0.918210744764844	1.07846765670328	3.09696524856102	6.1894561372088	-2.56481862322003	6.61787039003203															
Solyc09g082460	Homocysteine S-methyltransferase (AHRD V3.3 *** A0A200QYH8_9MAGN)		mRNA:Solyc09g082460.3.1	5.21322161619301	-0.282536531676404	-0.0578712135122111	0.482515831507103	-1.9872072050307	-3.87972364632657	0.017020334453365															
Solyc09g082560	SUN-like protein 26		mRNA:Solyc09g082560.4.1	-5.62291133949571	-0.563961126911995	-0.468250598261592	1.66157872875451	-2.61544016332591	-3.81746676190397	-21.0265499311182															
Solyc09g082800	Pkinase domain-containing protein/LRR_4 domain-containing protein/LRR_7 domain-containing protein/ED.1		mRNA:Solyc09g082800.3.1	0.102752626570572	2.19760369379809	-0.114209818295489	-0.233031864575059	4.69170456020585	0.225059383089358	2.64211363208871															
Solyc09g083050	3-ketoacyl-CoA synthase (AHRD V3.3 *** A0A2G3CSP6_CAPCH)		mRNA:Solyc09g083050.3.1	0.828797749230804	2.07573124561075	0.125730805941803	-2.03910316085138	-5.54060228061015	0.287613764903575	2.12766530150256															
Solyc09g083260	Ion channel pollux-like protein (AHRD V3.3 *** A0A2K3NXN4_TRIPR)		mRNA:Solyc09g083260.4.1	-7.23450181016685	-4.45771995563876	-1.0523718350802	-2.6201510235123	-14.3257811995765	-4.71580969864051	-9.29254793894347															
Solyc09g089560	MATH domain-containing protein (AHRD V3.3 *-* A0A1Q3BTU7_CEPFO)		mRNA:Solyc09g089560.4.1	0.632050029494906	-2.45129025371505	2.0733978216344	2.27852955155088	2.66683203458738	-3.70783014822742	0.61954398698825															
Solyc09g089740	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (AHRD V3.3 *** A0A2U1NTU8_ARTAN)		mRNA:Solyc09g089740.3.1	1.04426785732553	0.544369255860314	-1.7735224542579	-3.06216402463992	0.141266140568787	3.40829199047777	4.75716713938581															
Solyc09g090080	Phosphate transporter (AHRD V3.3 *** Q9AYT3_TOBAC)		mRNA:Solyc09g090080.1.1	-3.15774868545449	4.16476811534326	1.45762509529175	-3.00778610283093	0.703962723121625	2.43832257059444	-1.6333688086593															
Solyc09g090180	Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 6 (AHRD V3.3 *** A0A2G2W1D1_CAPBA)		mRNA:Solyc09g090180.1.1	-2.52799483912776	-0.326469273494449	-1.19406658221838	-0.590168259921139	-0.189860964195333	5.01012499477739	7.11189686377242															
Solyc09g090290	RNA-binding (RRM/RBD/RNP motifs) family protein (AHRD V3.3 *-* AT3G23370.1)		mRNA:Solyc09g090290.3.1	-2.31136687092964	3.68724194588889	-0.756566426901741	-1.0753658271487	-1.61939942798687	6.15486898726864	4.18578960976599															
Solyc09g090930	Tetratricopeptide repeat (TPR)-like superfamily protein (AHRD V3.3 *-* Q8VZ31_ARATH)		mRNA:Solyc09g090930.3.1	8.25323104663529	2.19042085044019	0.972955185244893	0.077861267032693	0.314804190499272	-0.954825544683638	0.381357577205743															
Solyc09g091130	Glutathione S-transferase (AHRD V3.11 *** tr|A0A200PVL1|A0A200PVL1_9MAGN)		mRNA:Solyc09g091130.5.1	7.92085168750765	0.0	-0.264210275740232	-0.0860635579664372	6.83308035848938	-2.89354023576158	-6.84104344295798															
Solyc09g091160	F-box domain (AHRD V3.3 *-* A0A200PVK2_9MAGN)		mRNA:Solyc09g091160.1.1	4.46324463056883	0.900858453277902	1.21394574969497	1.47061099728591	0.235345334855115	-2.26268705902736	-0.982183130321321															
Solyc09g091180	60 kDa chaperonin (AHRD V3.3 *** Q8H903_ORYSJ)		mRNA:Solyc09g091180.3.1	-0.765672586740834	4.93621226573509	-5.99028057373708	-3.74817787965303	5.68621187518183	-0.309504294330416	-0.464396802342705															
Solyc09g091200	Serinc-domain containing serine and sphingolipid biosynthesis protein (AHRD V3.3 *** A0A2U1P747_ARTAN)		mRNA:Solyc09g091200.3.1	2.40015243943809	0.269273454175343	-1.12191078139391	-2.16540520522905	-0.189860964195333	10.4435608601158	3.33426900018473															
Solyc09g091230	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein (AHRD V3.3 *** Q9LIQ3_ARATH)		mRNA:Solyc09g091230.4.1	1.75116298540989	1.19399333825206	-0.834489312747348	-1.04199291672611	3.91171692593666	-1.18951677324105	0.381814849292161															
Solyc09g091240	GDT1-like protein 2, chloroplastic (AHRD V3.3 *** A0A2G3CRV7_CAPCH)		mRNA:Solyc09g091240.4.1	-5.29441979711172	-2.79919402634034	0.64454076863997	-1.8425115775644	-13.9513792589381	-2.86011924570563	-1.31406424949475															
Solyc09g091370	holliday junction resolvase (AHRD V3.3 *** AT1G04650.1)		mRNA:Solyc09g091370.4.1	3.01434596435656	0.282816862310047	-0.121455318164498	0.0119856968653402	1.51219328509762	0.974558630155392	-2.24675283263201															
Solyc09g091390	glycine-rich protein 5-like (AHRD V3.3 *-* XP_004247821.1)		mRNA:Solyc09g091390.3.1	5.08514579227932	0.127612351261502	-0.583508264069001	-0.510238562204099	-1.54693345171567	0.0	0.0															
Solyc09g091420	Inosine triphosphate pyrophosphatase (AHRD V3.3 *** A0A2G2W1Y2_CAPBA)		mRNA:Solyc09g091420.4.1	0.437268980061648	1.85249271928212	1.64533435937618	0.718553070818634	4.47439300387747	0.42719906816873	-0.703722842611511															
Solyc09g091450	DNA polymerase delta subunit 4 (AHRD V3.3 *** A0A1U8GX30_CAPAN)		mRNA:Solyc09g091450.3.1	2.15276195013631	0.860039318905176	0.924097087926607	-0.234002222556338	-1.28988297085058	4.25796291294209	3.10709583974278															
Solyc09g091470	3-ketoacyl-CoA thiolase peroxisomal-like (AHRD V3.3 *** A0A2K3P5R8_TRIPR)		mRNA:Solyc09g091470.3.1	8.39725632903722	6.63555071398676	2.01587974373306	1.92395536083067	11.9781844334694	1.12694200234487	-2.60450045415626															
Solyc09g091580	Protein kinase domain (AHRD V3.3 *** A0A200QUN4_9MAGN)		mRNA:Solyc09g091580.3.1	-2.09269888462789	-1.416315259237	0.88364421629456	0.145739970624248	-2.28490849729048	0.471607299139487	-1.33021288962075															
Solyc09g091910	Purple acid phosphatase (AHRD V3.3 *** A0A2G2W1Z0_CAPBA)		mRNA:Solyc09g091910.2.1	-4.7242104645834	0.55172274206767	-0.445593055387372	-1.09309759306474	0.642894092979076	-19.1788877742483	-19.5254710137334															
Solyc09g092070	Rab-GTPase-TBC domain-containing protein (AHRD V3.11 *** tr|A0A2U1M9R1|A0A2U1M9R1_ARTAN)		mRNA:Solyc09g092070.5.1	1.63048891659732	-4.02168485294086	1.58474485492332	1.28835386258977	-5.77091136211808	-2.54614762401106	-0.385211402140471															
Solyc09g092100	Histidine kinase/DNA gyrase B (AHRD V3.3 *** A0A2K3NM59_TRIPR)		mRNA:Solyc09g092100.4.1	-4.69052789533087	4.43005664493624	-3.39272478426909	-1.71808801654322	6.07136535331919	4.39388293071652	6.27894702352882															
Solyc09g092130	Sucrose phosphate synthase (AHRD V3.3 *** A0A0B5L7E2_LILDA)		mRNA:Solyc09g092130.3.1	-2.93396937525744	-3.46760789406991	-2.81089363077686	-3.33088492113207	-1.43053678112858	6.50271091121047	6.73128301035813															
Solyc01g008980	Abscisic acid-insensitive 5-like protein (AHRD V3.3 *-* A0A2K3P2S8_TRIPR)	bZIP	mRNA:Solyc01g008980.3.1	-1.00129048170873	-0.470300201751638	-1.76599327473067	-0.58100131536836	-0.0875251190444346	-0.24758637659921	8.08858026054445															
Solyc01g057910	R2R3MYB transcription factor 2	MYB	mRNA:Solyc01g057910.3.1	7.83974587151378	1.4971249606227	2.37436013464221	0.66589244625244	6.68565505808533	-13.8738919394309	-3.63595970253332															
Solyc01g065540	Two-component response regulator (AHRD V3.3 *** A0A2G3DGB4_CAPCH)	ARR-B	mRNA:Solyc01g065540.3.1	-4.45509468446153	0.180275973505066	-1.75011871538846	-1.42672641118548	-2.65671658574339	1.48822659923077	-0.471908074844261	-0.23314704	-0.016132006	-0.7564255	-0.028393175	0.72348124	0.2691778	0.15605414	0.8156739751047003	0.987130883248792	0.44949399916539656	0.9773517429386409	0.469479124424807	0.787823994366697	0.8760080029984815	
Solyc01g073910	Homeobox-leucine zipper protein HOX27 (AHRD V3.11 *** tr|A0A2G2XRN9|A0A2G2XRN9_CAPBA)	HD-ZIP	mRNA:Solyc01g073910.5.1	-0.278521109614889	-2.64968623231797	1.89611425042641	3.9273609045799	3.6282254265811	14.1293387290595	-1.45642190286874															
Solyc01g086870	bHLH transcription factor 076	bHLH	mRNA:Solyc01g086870.3.1	-0.345087309253789	3.5982819237144	2.81039076954724	5.14127133314604	4.75298226767677	1.27469783221307	-10.246960567265															
Solyc01g087990	MADS-box transcription factor (AHRD V3.3 *** Q75V01_9ASPA)	MIKC_MADS	mRNA:Solyc01g087990.3.1	4.22155908951027	1.44422592278133	-4.22418283345173	-2.1882235114213	10.7988382441011	11.2642342385651	5.25311504454549	-1.537193	-0.7279048	0.4246064	0.58001834	0.3014853	-0.4305676	-0.6281631	0.12442339829986718	0.466767389181608	0.6711748181937169	0.5619754938427055	0.7630795946493396	0.6668348204486879	0.5299775047337366	
Solyc01g095460	Common plant regulatory factor.1	bZIP	mRNA:Solyc01g095460.3.1	5.34749634947618	0.349681715654322	0.460055907909551	4.69262597690315	-9.24177438508552	-1.46166381886461	-0.264977225852243	-1.1325898	-3.4584143	1.0310466	1.3687421	-4.2593174	-2.2964501	-0.09364092	0.25753874365478757	0.0005561279457259985	0.3026587107058886	0.1712522224572971	2.157322597947745e-05	0.021765568118331923	0.9254049151317408	Cfulvum_pval & Bcinerea_pval & Mincognita_7dpi_pval
Solyc01g102300	bHLH transcription factor 006	bHLH	mRNA:Solyc01g102300.3.1	1.88330684003103	-3.50440769816763	1.28575102949006	-0.774195429212739	-2.61921224652263	-0.49541054774084	6.13316022466605	0.17881885	-2.068097	-0.9554584	-0.48193705	-1.4472659	-1.1746689	-1.5440441	0.8581002468990995	0.03877472509598137	0.3394753800556438	0.629909781090239	0.14799816668314517	0.2402839699608669	0.12275499725502045	Cfulvum_pval
Solyc01g103050	Auxin Response Factor 1	ARF	mRNA:Solyc01g103050.3.1	-1.67201698940475	1.73062158477251	4.83724714211887	4.50753171228583	-0.539530271374784	-5.23664734560379	-1.99975436153472	-1.4599746	-2.2880647	-0.44591546	0.036439124	-1.9456236	1.3804404	-0.19575378	0.14447310919845596	0.022250253285355487	0.6557124248855978	0.9709362947638807	0.051856840121084914	0.16762403700694553	0.8448251792308856	Cfulvum_pval
Solyc01g104760	Sequence-specific DNA binding transcription factor (AHRD V3.3 *** A0A2K3PC30_TRIPR)	Trihelix	mRNA:Solyc01g104760.2.1	3.28301201726847	1.72545789500516	-2.32972218149417	-1.20010291843185	4.79869553505065	-4.38465873991039	-0.0675179227026878	-0.9607021	1.4309603	-1.34166	-1.6572936	-0.18653965	-1.8282429	-1.9062264	0.33683215107401254	0.15261673217030294	0.17987700265369694	0.09763596508068033	0.8520427975075381	0.06768001472656222	0.05678138732560298	
Solyc01g106460	bHLH transcription factor 007	bHLH	mRNA:Solyc01g106460.4.1	7.15671176222269	3.26929786576647	-0.202492318365495	1.42457670320067	-0.501596523729778	2.64175861752714	1.86900719508324															
Solyc01g108080	ABSCISIC ACID-INSENSITIVE 5-like protein 7 (AHRD V3.3 *** A0A2G3BV73_CAPCH)	bZIP	mRNA:Solyc01g108080.4.1	5.51889764850305	0.220491815441549	6.03856708548446	4.9076186204571	-0.190828408576304	-10.6877432525461	-1.05154458329299	0.0016325219	0.032589223	1.2012453	0.74889827	-1.0518122	-2.7310674	1.4507517	0.9986976191127108	0.9740058093960583	0.22981551156219032	0.454017250926793	0.2930281796129982	0.006375107691049816	0.14702482268331085	Mincognita_7dpi_pval
Solyc01g110180	Zinc finger, B-box (AHRD V3.11 *** tr|A0A2U1KI66|A0A2U1KI66_ARTAN)	DBB	mRNA:Solyc01g110180.5.1	2.10302971999655	-2.1608185425274	-0.690908244350752	-1.84567207340165	-4.74791283014357	3.06232025007619	-0.175490216761002															
Solyc01g110490	tRNA-dihydrouridine(47) synthase [NAD(P)(+)] (AHRD V3.11 *** tr|A0A2G2XNG9|A0A2G2XNG9_CAPBA)	C3H	mRNA:Solyc01g110490.5.1	-6.44951078941418	1.72332049430083	-0.0366879522738879	-0.733516769614038	-5.23381995762531	-0.969087556413371	2.87350323179939															
Solyc02g062950	G-box binding	bZIP	mRNA:Solyc02g062950.3.1	-3.93265519239988	-1.71463703391141	2.43548470325924	1.48015878021916	-8.0919509497788	-11.1863559886131	-1.70961850212671	-0.83214414	-2.4224627	0.75185674	0.25254908	-3.4513252	-2.7834253	-0.101566136	0.4054389628416527	0.015514744185457311	0.45223639119734804	0.8006457751220226	0.0005708432789367706	0.005435537842388877	0.9191124736006988	Cfulvum_pval & Bcinerea_pval & Mincognita_7dpi_pval
Solyc02g064960	APETALA2b	AP2	mRNA:Solyc02g064960.3.1	-6.25366854385979	-1.27954890001035	-0.102493894365801	0.92971439540944	-2.0900172158933	-4.1639201193234	-9.8808920493675															
Solyc02g067410	Homeobox-leucine zipper protein HOX.1	HD-ZIP	mRNA:Solyc02g067410.2.1	0.871952001332621	0.0	-0.78755781496206	-0.922029278213855	0.185981017344815	-7.14939296566247	-10.9995549724967															
Solyc02g077840	Ethylene-responsive transcription factor 4 (AHRD V3.3 *-* A0A2G3D5H4_CAPCH)	ERF	mRNA:Solyc02g077840.2.1	-5.5243338432811	2.76635778977762	2.54706550126093	4.09341688931093	-1.17415660290909	-1.19003894389221	2.99421122512509	3.0585313	2.0344052	2.171285	1.2260208	3.896799	2.3341498	2.4351833	0.002257327874312045	0.04205839036415641	0.030041066638974198	0.22035265113915686	0.000101073453525235	0.01969837957797703	0.014981647390838947	Pinfestans_pval & Cfulvum_pval & PSTVd_S23_pval & Bcinerea_pval & Mincognita_7dpi_pval & Mincognita_14dpi_pval
Solyc02g078620	Dof zinc finger protein DOF5.3 (AHRD V3.3 *** A0A2G3D6D4_CAPCH)	Dof	mRNA:Solyc02g078620.1.1	-5.92823072720332	-6.92597116228635	0.501073247940485	2.06504010269265	-3.21908758524544	-0.212673099378093	-14.1845776345947															
Solyc02g078810	Bromodomain protein (AHRD V3.3 *** A0A2K3P7T0_TRIPR)	MYB_related	mRNA:Solyc02g078810.4.1	1.34750056972811	3.50886733250435	0.753929177011144	-0.761050761517563	-1.47707390089846	5.96003444142128	6.1944111707952															
Solyc02g081120	class.1	TALE	mRNA:Solyc02g081120.4.1	-6.55380696684889	0.426290675448049	-0.0755825766781926	0.477333200622681	-5.97626394965329	-2.86228311329119	-0.820640906720081															
Solyc02g081270	NAC domain-containing protein 53 (AHRD V3.3 *** A0A2G2XFS7_CAPBA)	NAC	mRNA:Solyc02g081270.4.1	-3.12670783599984	-3.05892739399235	-2.96203771052396	-3.08670127954828	-5.15561907155051	-1.99421744055768	-7.67803224026244															
Solyc02g083750	DNA-binding storekeeper transcriptional regulator (AHRD V3.3 *-* A0A2K3LQD1_TRIPR)	GeBP	mRNA:Solyc02g083750.1.1	-0.58413329552875	-0.914597373621225	0.457458208661986	0.674587541396959	-1.81015509003379	-7.3534082592394	2.10885660374218															
Solyc02g084350	NAC domain-containing protein (AHRD V3.3 *** A0A2K3PFA3_TRIPR)	NAC	mRNA:Solyc02g084350.3.1	-2.07693662890601	1.13014706500365	-2.16638595114971	-0.958448032409559	-0.809605894022343	3.68474996362685	4.89717472345084	-0.8442685	2.9517183	0.54896957	0.15128288	0.14846724	0.46939176	0.9303552	0.3986325809939202	0.0032013617538168603	0.5830950346053735	0.879769680366616	0.8819908149985656	0.6388469958734904	0.35231308334648226	Cfulvum_pval
Solyc02g084590	GATA transcription factor (AHRD V3.3 *** K4BAX4_SOLLC)	GATA	mRNA:Solyc02g084590.4.1	-7.41429808132071	-4.08356116268726	0.503847482327202	1.54810412889069	-3.95599590010043	-0.0801971243337676	7.13165126570351															
Solyc02g085580	Protein indeterminate-domain.1	C2H2	mRNA:Solyc02g085580.4.1	-3.67148648918415	1.4754373533478	1.81692011036608	1.20634201988712	0.643157942663053	-2.85955279818438	-3.74848391260441	-0.47736484	-0.08680145	0.74075836	0.8258479	-0.2960707	-0.372277	-1.5477337	0.6331608230077317	0.93083907848969	0.45893745128558794	0.40900078917213745	0.7672105525216717	0.7097308446512935	0.12186379891869463	
Solyc02g086430	zinc finger CCCH domain-containing protein 15-like (AHRD V3.11 *** tr|A0A2I4GGD8|A0A2I4GGD8_9ROSI)	C3H	mRNA:Solyc02g086430.5.1	0.0546163012694796	-0.0271912945470349	-2.79832455003249	-3.77100647403344	-1.80502123020883	-2.35654221345037	-6.00843123863486															
Solyc02g086930	Homeobox-leucine zipper protein HAT5 (AHRD V3.3 *** A0A2G2XIE8_CAPBA)	HD-ZIP	mRNA:Solyc02g086930.4.1	-2.38964779447227	2.09496763771638	0.990496772487975	2.65892042976093	-0.615751824325966	-20.7739065972886	-13.3111116723781															
Solyc02g087960	R2R3MYB transcription factor  94	MYB	mRNA:Solyc02g087960.3.1	-1.41658307218378	-4.8702117834627	0.0	0.0	-4.38745810852301	3.47880249650359	0.796396247192788															
Solyc02g090220	Dof zinc finger protein PBF (AHRD V3.3 *** A0A2G3D8X0_CAPCH)	Dof	mRNA:Solyc02g090220.3.1	-0.156475173874201	0.186094300973213	0.554427350817651	1.3830316300012	-0.968442785435038	-0.0039246064620006	-1.28151449500965	-3.2965045	-2.4841032	-2.3740456	-1.2702674	-2.456258	-0.62221164	-0.6038613	0.0009981772668655492	0.013078980788909856	0.01769968399240359	0.20415504867877626	0.014133930726281793	0.5338822288550614	0.5460126534809643	Pinfestans_pval & Cfulvum_pval & PSTVd_S23_pval & Bcinerea_pval
Solyc02g091030	Nuclear transcription factor Y subunit C-2 (AHRD V3.3 *-* A0A2G3D858_CAPCH)	NF-YC	mRNA:Solyc02g091030.4.1	-11.3808513949376	-2.78390398548351	-1.17579863411382	0.416595266230189	-10.6631501670607	4.23776637299116	7.6937587460335															
Solyc02g092550	LOB domain-containing protein 38 (AHRD V3.3 *** A0A2G2XGY4_CAPBA)	LBD	mRNA:Solyc02g092550.3.1	0.789067591146657	1.64123098312508	-0.421492374087466	-0.717060990546241	-2.48547295804682	-7.29976162892965	-3.42719548632322															
Solyc02g092570	Transcription factor GRAS (AHRD V3.3 *** A0A200R352_9MAGN)	GRAS	mRNA:Solyc02g092570.1.1	0.49509882843456	-5.49009757432749	-1.88513163322004	-0.743809933252595	-0.527201404798436	-6.92731972358114	-2.79778725360304															
Solyc02g092930	R2R3MYB transcription factor  44	MYB	mRNA:Solyc02g092930.1.1	-4.53936756481638	-0.53313658925953	-0.50140259639753	1.79928793226015	-10.0981183618389	-5.88233839831323	-12.5626677404528															
Solyc02g093050	WRKY transcription factor 8	WRKY	mRNA:Solyc02g093050.3.1	8.83732744486649	4.85908660013695	-0.129777497240379	0.376649926249095	8.83915464518914	-0.210386438585714	3.64686452925762															
Solyc02g093130	Ethylene-responsive transcription factor RAP2-10 (AHRD V3.3 *** A0A2G2XHS4_CAPBA)	ERF	mRNA:Solyc02g093130.3.1	-2.92456577526268	-3.40970863210607	-0.0894509327684599	1.12312004674651	-2.39422263917963	-2.86329671980095	0.581378866038755															
Solyc02g093420	NAC domain-containing protein 10 (AHRD V3.3 *** A0A2G3ACK5_CAPAN)	NAC	mRNA:Solyc02g093420.4.1	5.65707734140757	16.2440136949897	3.38086356504226	2.2317977142047	-1.66279508905289	4.38024725593735	5.12677563631152															
Solyc03g025440	Zinc finger, C2H2 (AHRD V3.3 *** A0A2U1N734_ARTAN)	C2H2	mRNA:Solyc03g025440.3.1	0.399903659397573	3.14571525302666	-0.466655523623117	-0.726062694046519	4.53771809826312	2.41041523321023	6.30690972214059															
Solyc03g026270	CRT binding factor 3 (AHRD V3.3 *** B3TPP7_SOLPI)	ERF	mRNA:Solyc03g026270.3.1	-2.54926949978444	-2.66896618009582	0.477044837276297	2.98592038951424	-5.01941921168218	-9.17984462912346	7.34990987828686	1.0060674	0.3088391	0.5115531	1.213233	-0.574305	2.2930908	0.69748574	0.31451958655661255	0.7574799761012281	0.6090271192327539	0.22520136356058423	0.5658338314908593	0.021958624557023187	0.4855897432426395	Mincognita_7dpi_pval
Solyc03g026280	C-repeat binding factor 1	ERF	mRNA:Solyc03g026280.3.1	-6.5002009121832	-5.15276431660275	-4.60576393531572	-0.567350435399058	-6.98595129289098	-2.43951195369053	1.2817162190197	0.8685041	0.70022404	0.9859029	1.3738221	-0.14211918	1.8578088	0.22860947	0.3852352435562155	0.4838787021393107	0.32431445098758893	0.16966951205644237	0.8870019126656992	0.0633608160353705	0.819198662848842	
Solyc03g034150	Homeobox-leucine zipper protein HOX14 (AHRD V3.3 *** A0A1U8GKM2_CAPAN)	HD-ZIP	mRNA:Solyc03g034150.2.1	3.25997948979356	1.57252155903344	0.0	0.0	4.87510906284258	2.39989171446669	1.43947346943427															
Solyc03g093550	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** A0A2G3CVP7_CAPCH)	ERF	mRNA:Solyc03g093550.1.1	-8.13348048936033	-5.86252307116249	-3.95853797350661	-2.68830755437606	-5.17771655107271	-6.04014372747953	4.89270397227802	0.9421871	1.9300027	1.0242134	1.0572301	2.659571	1.3154234	2.3846307	0.3462244383597436	0.053764869977199856	0.305873332357969	0.2905497153924178	0.007894048438679637	0.18853668648415053	0.017200206481410463	Bcinerea_pval & Mincognita_14dpi_pval
Solyc03g093610	ethylene response factor A.2	ERF	mRNA:Solyc03g093610.1.1	-1.94407300776498	2.12808605911995	0.315653642406667	5.9090641854467	-2.78359188871715	-2.6156157910023	-3.79412486981847															
Solyc03g097120	Heat stress transcription factor A.1	HSF	mRNA:Solyc03g097120.3.1	5.62728572141864	-1.36622392609609	1.52644319133857	-0.0046210556039296	-3.25358431249422	-10.1320770644349	0.541794891890369	-0.7984153	1.3306677	-1.2988417	-0.38763177	1.8664842	1.3439156	2.6772146	0.42473579570428843	0.18346841577228698	0.1941661043200787	0.6983347938001503	0.06213760730774313	0.17914657336025036	0.007491741592550188	Mincognita_14dpi_pval
